episode,episode_start_step,episode_end_step,episode_length,termination_reason,urgency_position_ratio_exact,speed_diff_modifier_exact,max_participants_exact,ignore_vehicles_go_exact,total_vehicles_exited,total_collisions,total_deadlocks,max_deadlock_severity,avg_throughput,avg_acceleration,total_controlled_vehicles,total_reward,episode_simulation_time,total_simulation_time,episode_start_time,simulation_start_time,episode_duration_hours,total_duration_hours
1048,82981,82984,3,Severe deadlock detected by environment (IMMEDIATE),1.941060185432434,12.0,5,47.0,0,0,0,0.0,0.0,1.1976968869067517,17084,-793.0500000000001,108.92,55309.21,2025-09-04 02:52:52,2025-09-03 11:32:52,0.03,15.364
1049,82984,82987,3,Severe deadlock detected by environment (IMMEDIATE),0.9438844919204712,-2.0,5,30.0,0,0,0,0.0,0.0,1.1976968869067517,17088,-793.3000000000001,108.57,55422.72,2025-09-04 02:54:46,2025-09-03 11:32:52,0.03,15.395
1050,82987,82990,3,Severe deadlock detected by environment (IMMEDIATE),0.8963735699653625,12.0,5,52.0,0,0,0,0.0,0.0,1.1976968869067517,17092,-793.3000000000001,117.91,55545.23,2025-09-04 02:56:39,2025-09-03 11:32:52,0.033,15.429
1051,82990,82993,3,Severe deadlock detected by environment (IMMEDIATE),0.9575273394584656,-3.0,5,29.0,0,0,0,0.0,0.0,1.1976968869067517,17096,-793.3000000000001,110.33,55660.43,2025-09-04 02:58:42,2025-09-03 11:32:52,0.031,15.461
1052,82993,82996,3,Severe deadlock detected by environment (IMMEDIATE),1.8480372428894043,-6.0,5,21.0,0,0,0,0.0,0.0,1.1976968869067517,17100,-793.3000000000001,110.05,55775.37,2025-09-04 03:00:37,2025-09-03 11:32:52,0.031,15.493
1053,82996,82999,3,Severe deadlock detected by environment (IMMEDIATE),1.85103976726532,-1.0,4,51.0,0,0,0,0.0,0.0,1.1976968869067517,17104,-793.3000000000001,112.95,55893.29,2025-09-04 03:02:32,2025-09-03 11:32:52,0.031,15.526
1054,82999,83002,3,Severe deadlock detected by environment (IMMEDIATE),2.021123170852661,6.0,5,44.0,0,0,0,0.0,0.0,1.1976968869067517,17109,-793.0500000000001,112.05,56009.9,2025-09-04 03:04:30,2025-09-03 11:32:52,0.031,15.558
1055,83002,83005,3,Severe deadlock detected by environment (IMMEDIATE),0.9311496615409852,-1.0,5,31.0,0,0,0,0.0,0.0,1.1976968869067517,17114,-793.0500000000001,110.45,56125.12,2025-09-04 03:06:26,2025-09-03 11:32:52,0.031,15.59
1056,83005,83008,3,Severe deadlock detected by environment (IMMEDIATE),2.386574506759644,-1.0,4,31.0,0,0,0,0.0,0.0,1.1976968869067517,17118,-793.3000000000001,109.13,56239.48,2025-09-04 03:08:22,2025-09-03 11:32:52,0.03,15.622
1057,83008,83011,3,Severe deadlock detected by environment (IMMEDIATE),0.9518858194351196,1.0,3,41.0,0,0,0,0.0,0.0,1.1976968869067517,17122,-793.3000000000001,111.61,56356.11,2025-09-04 03:10:16,2025-09-03 11:32:52,0.031,15.654
1058,83011,83014,3,Severe deadlock detected by environment (IMMEDIATE),1.9085090160369875,1.0,4,41.0,0,0,0,0.0,0.0,1.1976968869067517,17127,-793.0500000000001,118.88,56480.22,2025-09-04 03:12:13,2025-09-03 11:32:52,0.033,15.689
1059,83014,83017,3,Severe deadlock detected by environment (IMMEDIATE),1.294078350067139,-4.0,4,38.0,0,0,0,0.0,0.0,1.1976968869067517,17131,-793.3000000000001,113.34,56598.45,2025-09-04 03:14:17,2025-09-03 11:32:52,0.031,15.722
1060,83017,83020,3,Severe deadlock detected by environment (IMMEDIATE),1.143510818481445,2.0,4,44.0,0,0,0,0.0,0.0,1.1976968869067517,17135,-793.3000000000001,111.19,56714.92,2025-09-04 03:16:15,2025-09-03 11:32:52,0.031,15.754
1061,83020,83023,3,Severe deadlock detected by environment (IMMEDIATE),1.1226391792297363,12.0,6,41.0,0,0,0,0.0,0.0,1.1976968869067517,17140,-793.0500000000001,112.68,56832.7,2025-09-04 03:18:12,2025-09-03 11:32:52,0.031,15.787
1062,83023,83026,3,Severe deadlock detected by environment (IMMEDIATE),0.7266460657119751,-1.0,5,37.0,0,0,0,0.0,0.0,1.1976968869067517,17146,-792.8000000000001,109.05,56946.33,2025-09-04 03:20:09,2025-09-03 11:32:52,0.03,15.818
1063,83026,83029,3,Severe deadlock detected by environment (IMMEDIATE),1.5980364084243774,-4.0,4,44.0,0,0,0,0.0,0.0,1.1976968869067517,17150,-793.3000000000001,109.51,57060.67,2025-09-04 03:22:03,2025-09-03 11:32:52,0.03,15.85
1064,83029,83032,3,Severe deadlock detected by environment (IMMEDIATE),0.8697522282600403,2.0,5,37.0,0,0,0,0.0,0.0,1.1976968869067517,17153,-793.5500000000001,109.85,57174.96,2025-09-04 03:23:57,2025-09-03 11:32:52,0.031,15.882
1065,83032,83035,3,Severe deadlock detected by environment (IMMEDIATE),1.9471688270568848,0.0,4,43.0,0,0,0,0.0,0.0,1.1976968869067517,17157,-793.3000000000001,108.98,57288.48,2025-09-04 03:25:51,2025-09-03 11:32:52,0.03,15.913
1066,83035,83038,3,Severe deadlock detected by environment (IMMEDIATE),1.101268291473389,10.0,4,38.0,0,0,0,0.0,0.0,1.1976968869067517,17163,-792.8000000000001,111.68,57405.08,2025-09-04 03:27:45,2025-09-03 11:32:52,0.031,15.946
1067,83038,83041,3,Severe deadlock detected by environment (IMMEDIATE),0.7376965284347534,7.0,5,36.0,0,0,0,0.0,0.0,1.1976968869067517,17168,-793.0500000000001,111.34,57521.44,2025-09-04 03:29:42,2025-09-03 11:32:52,0.031,15.978
1068,83041,83044,3,Severe deadlock detected by environment (IMMEDIATE),1.8711177110672,6.0,4,44.0,0,0,0,0.0,0.0,1.1976968869067517,17174,-792.8000000000001,113.83,57640.02,2025-09-04 03:31:38,2025-09-03 11:32:52,0.032,16.011
1069,83044,83047,3,Severe deadlock detected by environment (IMMEDIATE),2.264587640762329,-7.0,5,35.0,0,0,0,0.0,0.0,1.1976968869067517,17179,-793.0500000000001,111.64,57756.81,2025-09-04 03:33:37,2025-09-03 11:32:52,0.031,16.044
1070,83047,83050,3,Severe deadlock detected by environment (IMMEDIATE),2.080852031707764,8.0,5,46.0,0,0,0,0.0,0.0,1.1976968869067517,17184,-793.0500000000001,109.31,57871.33,2025-09-04 03:35:34,2025-09-03 11:32:52,0.03,16.075
1071,83050,83053,3,Severe deadlock detected by environment (IMMEDIATE),0.9369458556175232,8.0,4,17.0,0,0,0,0.0,0.0,1.1976968869067517,17188,-793.3000000000001,111.03,57987.43,2025-09-04 03:37:28,2025-09-03 11:32:52,0.031,16.108
1072,83053,83056,3,Severe deadlock detected by environment (IMMEDIATE),1.910149097442627,1.0,3,43.0,0,0,0,0.0,0.0,1.1976968869067517,17191,-793.5500000000001,111.69,58103.92,2025-09-04 03:39:24,2025-09-03 11:32:52,0.031,16.14
1073,83056,83059,3,Severe deadlock detected by environment (IMMEDIATE),0.8705548048019409,3.0,6,48.0,0,0,0,0.0,0.0,1.1976968869067517,17195,-793.3000000000001,112.55,58221.16,2025-09-04 03:41:20,2025-09-03 11:32:52,0.031,16.173
1074,83059,83062,3,Severe deadlock detected by environment (IMMEDIATE),1.8795864582061768,1.0,4,25.0,0,0,0,0.0,0.0,1.1976968869067517,17200,-793.0500000000001,109.12,58335.16,2025-09-04 03:43:18,2025-09-03 11:32:52,0.03,16.204
1075,83062,83065,3,Severe deadlock detected by environment (IMMEDIATE),1.1949509382247925,7.0,5,31.0,0,0,0,0.0,0.0,1.1976968869067517,17204,-793.3000000000001,110.61,58450.42,2025-09-04 03:45:12,2025-09-03 11:32:52,0.031,16.236
1076,83065,83068,3,Severe deadlock detected by environment (IMMEDIATE),1.808815717697144,-1.0,4,36.0,0,0,0,0.0,0.0,1.1976968869067517,17209,-793.0500000000001,113.68,58569.19,2025-09-04 03:47:07,2025-09-03 11:32:52,0.032,16.269
1077,83068,83071,3,Severe deadlock detected by environment (IMMEDIATE),1.219467043876648,-9.0,3,25.0,0,0,0,0.0,0.0,1.1976968869067517,17214,-793.0500000000001,111.06,58685.02,2025-09-04 03:49:06,2025-09-03 11:32:52,0.031,16.301
1078,83071,83074,3,Severe deadlock detected by environment (IMMEDIATE),1.7760580778121948,0.0,5,37.0,0,0,0,0.0,0.0,1.1976968869067517,17219,-793.0500000000001,111.97,58801.67,2025-09-04 03:51:01,2025-09-03 11:32:52,0.031,16.334
1079,83074,83077,3,Severe deadlock detected by environment (IMMEDIATE),1.7403472661972046,-5.0,5,26.0,0,0,0,0.0,0.0,1.1976968869067517,17224,-793.0500000000001,110.28,58916.79,2025-09-04 03:52:58,2025-09-03 11:32:52,0.031,16.366
1080,83077,83080,3,Severe deadlock detected by environment (IMMEDIATE),1.66287100315094,2.0,4,37.0,0,0,0,0.0,0.0,1.1976968869067517,17228,-793.3000000000001,110.61,59032.2,2025-09-04 03:54:53,2025-09-03 11:32:52,0.031,16.398
1081,83080,83083,3,Severe deadlock detected by environment (IMMEDIATE),1.5695850849151611,13.0,6,39.0,0,0,0,0.0,0.0,1.1976968869067517,17231,-793.5500000000001,114.98,59151.83,2025-09-04 03:56:49,2025-09-03 11:32:52,0.032,16.431
1082,83083,83086,3,Severe deadlock detected by environment (IMMEDIATE),2.060826301574707,0.0,5,48.0,0,0,0,0.0,0.0,1.1976968869067517,17236,-793.0500000000001,110.08,59267.51,2025-09-04 03:58:49,2025-09-03 11:32:52,0.031,16.463
1083,83086,83089,3,Severe deadlock detected by environment (IMMEDIATE),2.3623554706573486,3.0,4,29.0,0,0,0,0.0,0.0,1.1976968869067517,17240,-793.3000000000001,111.72,59384.29,2025-09-04 04:00:44,2025-09-03 11:32:52,0.031,16.496
1084,83089,83092,3,Severe deadlock detected by environment (IMMEDIATE),1.7372766733169556,3.0,4,45.0,0,0,0,0.0,0.0,1.1976968869067517,17244,-793.3000000000001,114.35,59503.37,2025-09-04 04:02:41,2025-09-03 11:32:52,0.032,16.529
1085,83092,83095,3,Severe deadlock detected by environment (IMMEDIATE),1.761845946311951,6.0,5,48.0,0,0,0,0.0,0.0,1.1976968869067517,17249,-793.0500000000001,111.03,59619.06,2025-09-04 04:04:40,2025-09-03 11:32:52,0.031,16.561
1086,83095,83098,3,Severe deadlock detected by environment (IMMEDIATE),1.3217248916625977,-9.0,5,50.0,0,0,0,0.0,0.0,1.1976968869067517,17253,-793.3000000000001,111.18,59736.0,2025-09-04 04:06:37,2025-09-03 11:32:52,0.031,16.593
1087,83098,83101,3,Severe deadlock detected by environment (IMMEDIATE),1.5698424577713013,4.0,5,43.0,0,0,0,0.0,0.0,1.1976968869067517,17258,-793.0500000000001,111.84,59852.53,2025-09-04 04:08:32,2025-09-03 11:32:52,0.031,16.626
1088,83101,83104,3,Severe deadlock detected by environment (IMMEDIATE),1.3793905973434448,-1.0,3,54.0,0,0,0,0.0,0.0,1.1976968869067517,17262,-793.3000000000001,115.16,59972.85,2025-09-04 04:10:29,2025-09-03 11:32:52,0.032,16.659
1089,83104,83107,3,Severe deadlock detected by environment (IMMEDIATE),1.3727935552597046,2.0,4,40.0,0,0,0,0.0,0.0,1.1976968869067517,17266,-793.3000000000001,113.44,60090.97,2025-09-04 04:12:29,2025-09-03 11:32:52,0.032,16.692
1090,83107,83110,3,Severe deadlock detected by environment (IMMEDIATE),1.1149314641952517,-6.0,4,36.0,0,0,0,0.0,0.0,1.1976968869067517,17271,-793.0500000000001,112.48,60208.72,2025-09-04 04:14:28,2025-09-03 11:32:52,0.031,16.725
1091,83110,83113,3,Severe deadlock detected by environment (IMMEDIATE),1.7850998640060425,7.0,5,32.0,0,0,0,0.0,0.0,1.1976968869067517,17275,-793.3000000000001,111.9,60325.48,2025-09-04 04:16:25,2025-09-03 11:32:52,0.031,16.757
1092,83113,83116,3,Severe deadlock detected by environment (IMMEDIATE),2.060430765151977,3.0,3,27.0,0,0,0,0.0,0.0,1.1976968869067517,17279,-793.3000000000001,110.54,60440.95,2025-09-04 04:18:22,2025-09-03 11:32:52,0.031,16.789
1093,83116,83119,3,Severe deadlock detected by environment (IMMEDIATE),1.0133992433547974,9.0,5,37.0,0,0,0,0.0,0.0,1.1976968869067517,17283,-793.3000000000001,151.51,60597.66,2025-09-04 04:20:18,2025-09-03 11:32:52,0.042,16.833
1094,83119,83122,3,Severe deadlock detected by environment (IMMEDIATE),0.7263754606246948,10.0,4,39.0,0,0,0,0.0,0.0,1.1976968869067517,17287,-793.3000000000001,141.24,60744.91,2025-09-04 04:22:55,2025-09-03 11:32:52,0.039,16.874
1095,83122,83251,129,Reached exactly 128 steps,1.860447645187378,14.0,5,21.0,0,0,0,0.0,0.0,0.0092844719915252,17287,1.9,0.0,0.0,,,0.0,0.0
1096,83251,83265,14,Early termination at 14 steps,1.2811081409454346,3.0,4,35.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,0.0,0.0
1096,0,83129,129,Reached exactly 128 steps,1.8858973979949951,0.0,4,49.0,106,0,0,0.0,626.1924033237763,1.0550802464721132,107,-276.15054112554094,306.08,306.08,2025-09-04 12:15:03,2025-09-04 12:09:57,0.085,0.085
1097,83129,83187,58,Severe deadlock detected by environment (IMMEDIATE),1.947794795036316,-2.0,4,50.0,59,2,0,0.0,3600.0,1.1480239118465956,167,-189.74642857142896,128.68,434.77,2025-09-04 12:15:03,2025-09-04 12:09:57,0.036,0.121
1098,83187,83257,70,Severe deadlock detected by environment (IMMEDIATE),1.9116462469100952,9.0,4,23.0,52,20,0,0.0,3600.0,1.169726486164067,224,-2019.0293290043287,158.72,595.01,2025-09-04 12:17:13,2025-09-04 12:09:57,0.044,0.165
1099,83257,83360,103,Severe deadlock detected by environment (IMMEDIATE),0.7274503111839294,11.0,5,31.0,79,581,0,0.0,3600.0,1.1451774019767906,308,-47902.02650682652,262.18,862.82,2025-09-04 12:19:58,2025-09-04 12:09:57,0.073,0.24
1100,83360,83468,108,Severe deadlock detected by environment (IMMEDIATE),1.1788253784179688,3.0,3,27.0,93,28,0,0.0,3600.0,1.1313453350421736,406,-2299.362362637364,223.9,1090.16,2025-09-04 12:24:23,2025-09-04 12:09:57,0.062,0.303
1101,83468,83479,11,Severe deadlock detected by environment (IMMEDIATE),2.0244686603546143,-4.0,4,23.0,4,1,0,0.0,3600.0,1.1428677197243229,416,-822.2309523809524,24.99,1118.2,2025-09-04 12:28:10,2025-09-04 12:09:57,0.007,0.311
1102,83479,83608,129,Reached exactly 128 steps,1.848478436470032,8.0,5,36.0,94,0,0,0.0,3600.0,1.1635703981095478,512,-512.7075757575755,254.16,1374.88,2025-09-04 12:32:52,2025-09-04 12:09:57,0.071,0.382
1103,83608,83737,129,Reached exactly 128 steps,1.8155869245529173,1.0,4,27.0,110,0,0,0.0,3600.0,1.1865040214892326,624,-5567.355303030332,4.42,1636.84,2025-09-04 12:37:09,2025-09-04 12:09:57,0.001,0.455
1104,83737,83866,129,Reached exactly 128 steps,1.9587514400482176,0.0,4,41.0,133,0,0,0.0,3600.0,1.1921013206667574,758,-12627.120562770584,6.03,1902.4,2025-09-04 12:41:33,2025-09-04 12:09:57,0.002,0.528
1105,83866,83995,129,Reached exactly 128 steps,1.3941726684570312,2.0,4,49.0,117,0,0,0.0,3600.0,1.167500861803672,881,-34343.53084415576,8.0,2200.68,2025-09-04 12:46:30,2025-09-04 12:09:57,0.002,0.611
1106,83995,84060,65,Severe deadlock detected by environment (IMMEDIATE),1.3054335117340088,10.0,4,29.0,40,272,0,0.0,3600.0,1.1557069142802818,926,-26467.46914751916,187.63,2380.31,2025-09-04 12:46:30,2025-09-04 12:09:57,0.052,0.661
1107,84060,84089,29,Severe deadlock detected by environment (IMMEDIATE),1.6040434837341309,11.0,6,44.0,26,0,0,0.0,3600.0,1.160896096995892,953,-425.2406926406928,64.55,2448.92,2025-09-04 12:49:41,2025-09-04 12:09:57,0.018,0.68
1108,84089,84126,37,Severe deadlock detected by environment (IMMEDIATE),1.386964201927185,-8.0,5,61.0,25,15,0,0.0,3600.0,1.1558378869516794,985,-1918.806583122759,93.65,2544.07,2025-09-04 12:50:47,2025-09-04 12:09:57,0.026,0.707
1109,84126,84199,73,Severe deadlock detected by environment (IMMEDIATE),1.2044610977172852,8.0,4,48.0,48,31,0,0.0,3600.0,1.17308482755615,1041,-3181.458449883449,163.68,2711.7,2025-09-04 12:52:25,2025-09-04 12:09:57,0.045,0.753
1110,84199,84238,39,Severe deadlock detected by environment (IMMEDIATE),1.2815715074539185,2.0,5,34.0,27,79,0,0.0,3600.0,1.1778766975754826,1073,-8290.787495837498,95.89,2810.69,2025-09-04 12:55:12,2025-09-04 12:09:57,0.027,0.781
1111,84238,84367,129,Reached exactly 128 steps,2.2240114212036133,-3.0,5,27.0,105,0,0,0.0,3600.0,1.191003897729908,1182,-1317.0542374292354,260.14,3074.09,2025-09-04 13:01:11,2025-09-04 12:09:57,0.072,0.854
1112,84367,84496,129,Reached exactly 128 steps,1.401042938232422,-4.0,4,28.0,76,0,0,0.0,3600.0,1.196611407260569,1259,848.2869047619041,4.1,3303.74,2025-09-04 13:04:57,2025-09-04 12:09:57,0.001,0.918
1113,84496,84625,129,Reached exactly 128 steps,1.7115695476531982,5.0,4,40.0,74,0,0,0.0,3600.0,1.200015915050329,1335,459.38246753246585,6.0,3556.07,2025-09-04 13:09:07,2025-09-04 12:09:57,0.002,0.988
1114,84625,84635,10,Severe deadlock detected by environment (IMMEDIATE),1.266072392463684,9.0,5,60.0,4,27,0,0.0,3600.0,1.2053665096378174,1348,-3424.6583333333338,30.89,3580.97,2025-09-04 13:09:07,2025-09-04 12:09:57,0.009,0.995
1115,84635,84695,60,Severe deadlock detected by environment (IMMEDIATE),1.0685349702835083,11.0,4,38.0,70,17,0,0.0,3600.0,1.2026682405380895,1419,-1587.8898434898442,135.13,3719.0,2025-09-04 13:09:41,2025-09-04 12:09:57,0.038,1.033
1116,84695,84824,129,Reached exactly 128 steps,1.0742855072021484,1.0,5,52.0,116,0,0,0.0,3600.0,1.2132784128231826,1538,704.2732683982673,248.93,3969.59,2025-09-04 13:16:07,2025-09-04 12:09:57,0.069,1.103
1117,84824,84953,129,Reached exactly 128 steps,1.9560976028442385,6.0,4,37.0,102,0,0,0.0,3600.0,1.2101254801990602,1646,-67472.61510156508,4.28,4270.89,2025-09-04 13:21:04,2025-09-04 12:09:57,0.001,1.186
1118,84953,85068,115,Severe deadlock detected by environment (IMMEDIATE),1.1679191589355469,-2.0,5,46.0,73,155,0,0.0,3600.0,1.2145029815575008,1724,-14770.789769041588,292.94,4559.55,2025-09-04 13:21:04,2025-09-04 12:09:57,0.081,1.267
1119,85068,85197,129,Reached exactly 128 steps,1.374123454093933,-7.0,5,38.0,105,0,0,0.0,3600.0,1.215758895026695,1832,-496.9681818181832,257.79,4821.66,2025-09-04 13:30:19,2025-09-04 12:09:57,0.072,1.339
1120,85197,85326,129,Reached exactly 128 steps,1.2096147537231443,3.0,4,11.0,90,0,0,0.0,3600.0,1.2116312011014712,1926,-3554.716666666658,4.14,5065.21,2025-09-04 13:34:18,2025-09-04 12:09:57,0.001,1.407
1121,85326,85455,129,Reached exactly 128 steps,0.8441847562789917,5.0,4,40.0,104,0,0,0.0,3600.0,1.2113472391357,2034,-2017.043847818848,5.99,5321.8,2025-09-04 13:38:33,2025-09-04 12:09:57,0.002,1.478
1122,85455,85584,129,Reached exactly 128 steps,0.8942610025405884,4.0,5,34.0,107,0,0,0.0,3600.0,1.2108186155594916,2146,-2387.484523809518,8.27,5577.06,2025-09-04 13:42:46,2025-09-04 12:09:57,0.002,1.549
1123,85584,85713,129,Reached exactly 128 steps,1.801593542098999,-1.0,4,34.0,125,0,0,0.0,3600.0,1.2112609540399732,2272,-3274.3718614718605,10.17,5839.57,2025-09-04 13:47:06,2025-09-04 12:09:57,0.003,1.622
1124,85713,85842,129,Reached exactly 128 steps,1.4653629064559937,17.0,4,36.0,87,0,0,0.0,3600.0,1.211374333751943,2362,1189.3846320346331,12.09,6095.62,2025-09-04 13:51:20,2025-09-04 12:09:57,0.003,1.693
1125,85842,85931,89,Severe deadlock detected by environment (IMMEDIATE),0.6757307052612305,14.0,4,44.0,67,60,0,0.0,3600.0,1.211709239001,2430,-5832.009523809522,198.77,6282.29,2025-09-04 13:51:20,2025-09-04 12:09:57,0.055,1.745
1126,85931,86060,129,Reached exactly 128 steps,1.0066863298416138,13.0,4,27.0,98,0,0,0.0,3600.0,1.2133090312970047,2529,511.4938311688301,264.42,6548.83,2025-09-04 13:59:06,2025-09-04 12:09:57,0.073,1.819
1127,86060,86099,39,Severe deadlock detected by environment (IMMEDIATE),0.6822351217269897,-3.0,6,59.0,23,105,0,0.0,3600.0,1.217027802256036,2558,-10914.064285714288,88.49,6637.33,2025-09-04 13:59:06,2025-09-04 12:09:57,0.025,1.844
1128,86099,86168,69,Severe deadlock detected by environment (IMMEDIATE),1.6621240377426147,-2.0,3,36.0,51,0,0,0.0,3600.0,1.2223531758199842,2615,-61.00714285714344,134.07,6773.81,2025-09-04 14:00:37,2025-09-04 12:09:57,0.037,1.882
1129,86168,86297,129,Reached exactly 128 steps,1.1756622791290283,8.0,5,45.0,102,0,0,0.0,3600.0,1.2237857371933674,2719,-11230.58982683985,259.38,7035.92,2025-09-04 14:07:13,2025-09-04 12:09:57,0.072,1.954
1130,86297,86339,42,Severe deadlock detected by environment (IMMEDIATE),1.2873388528823853,-4.0,6,36.0,30,0,0,0.0,3600.0,1.2288438020943144,2750,-351.78214285714336,84.22,7120.14,2025-09-04 14:07:13,2025-09-04 12:09:57,0.023,1.978
1131,86339,86406,67,Severe deadlock detected by environment (IMMEDIATE),1.902950882911682,10.0,4,41.0,50,12,0,0.0,3600.0,1.2328998767268482,2807,-1280.171861471862,127.55,7249.47,2025-09-04 14:08:39,2025-09-04 12:09:57,0.035,2.014
1132,86406,86535,129,Reached exactly 128 steps,1.3441388607025146,5.0,5,35.0,119,0,0,0.0,3600.0,1.2366137529338772,2929,740.3488095238087,264.99,7517.47,2025-09-04 14:15:14,2025-09-04 12:09:57,0.074,2.088
1133,86535,86664,129,Reached exactly 128 steps,1.863796591758728,1.0,3,47.0,105,0,0,0.0,3600.0,1.2406229138884128,3035,865.8630952380934,4.4,7757.45,2025-09-04 14:19:10,2025-09-04 12:09:57,0.001,2.155
1134,86664,86687,23,Severe deadlock detected by environment (IMMEDIATE),1.80433189868927,9.0,5,31.0,16,0,0,0.0,3600.0,1.2412487412641833,3053,-554.1035714285714,56.56,7809.62,2025-09-04 14:19:10,2025-09-04 12:09:57,0.016,2.169
1135,86687,86740,53,Severe deadlock detected by environment (IMMEDIATE),2.1284611225128174,-2.0,3,46.0,61,23,0,0.0,3600.0,1.2410899888215137,3115,-2315.430477855476,117.18,7928.77,2025-09-04 14:20:09,2025-09-04 12:09:57,0.033,2.202
1136,86740,86800,60,Severe deadlock detected by environment (IMMEDIATE),2.290649890899658,1.0,5,29.0,44,152,0,0.0,3600.0,1.242165690545685,3165,-15364.465093240096,174.67,8105.04,2025-09-04 14:22:07,2025-09-04 12:09:57,0.049,2.251
1137,86800,86929,129,Reached exactly 128 steps,0.8156235218048096,5.0,3,45.0,102,0,0,0.0,3600.0,1.2462262323946915,3267,-5145.3665334665375,282.02,8389.98,2025-09-04 14:29:47,2025-09-04 12:09:57,0.078,2.331
1138,86929,87058,129,Reached exactly 128 steps,2.087629556655884,9.0,5,40.0,116,0,0,0.0,3600.0,1.248552651010325,3385,1500.7502331002354,4.35,8672.48,2025-09-04 14:34:25,2025-09-04 12:09:57,0.001,2.409
1139,87058,87155,97,Severe deadlock detected by environment (IMMEDIATE),1.629808783531189,6.0,5,29.0,70,158,0,0.0,3600.0,1.2486812991279526,3463,-15421.287071262075,208.2,8876.33,2025-09-04 14:34:25,2025-09-04 12:09:57,0.058,2.466
1140,87155,87284,129,Reached exactly 128 steps,1.9536247253417969,7.0,4,35.0,101,0,0,0.0,3600.0,1.242383064424467,3566,1258.350999001001,285.42,9165.09,2025-09-04 14:42:42,2025-09-04 12:09:57,0.079,2.546
1141,87284,87413,129,Reached exactly 128 steps,1.7260323762893677,1.0,4,42.0,80,0,0,0.0,3600.0,1.2426161688058095,3649,132.1154761904743,4.21,9413.66,2025-09-04 14:46:46,2025-09-04 12:09:57,0.001,2.615
1142,87413,87512,99,Severe deadlock detected by environment (IMMEDIATE),0.6818400025367737,8.0,4,29.0,74,173,0,0.0,3600.0,1.247343626709077,3729,-16530.878421578425,238.2,9647.65,2025-09-04 14:46:46,2025-09-04 12:09:57,0.066,2.68
1143,87512,87597,85,Severe deadlock detected by environment (IMMEDIATE),1.556462287902832,5.0,4,39.0,73,334,0,0.0,3600.0,1.25211093677287,3807,-31619.18170995669,211.12,9862.33,2025-09-04 14:50:48,2025-09-04 12:09:57,0.059,2.74
1144,87597,87726,129,Reached exactly 128 steps,1.4026308059692385,-2.0,4,34.0,100,0,0,0.0,3600.0,1.2549070147024937,3910,830.0309523809507,235.9,10100.96,2025-09-04 14:58:18,2025-09-04 12:09:57,0.066,2.806
1145,87726,87855,129,Reached exactly 128 steps,1.1061285734176636,5.0,4,50.0,132,0,0,0.0,3600.0,1.2536847154160788,4042,1127.7922327672334,4.33,10355.49,2025-09-04 15:02:28,2025-09-04 12:09:57,0.001,2.877
1146,87855,87984,129,Reached exactly 128 steps,1.012499213218689,19.0,4,48.0,78,0,0,0.0,3600.0,1.255629774890879,4123,704.0273809523798,6.43,10593.35,2025-09-04 15:06:24,2025-09-04 12:09:57,0.002,2.943
1147,87984,88045,61,Severe deadlock detected by environment (IMMEDIATE),1.9474345445632928,12.0,4,45.0,67,0,0,0.0,3600.0,1.2569080222711504,4195,69.4737012987008,156.34,10743.26,2025-09-04 15:06:24,2025-09-04 12:09:57,0.043,2.984
1148,88045,88174,129,Reached exactly 128 steps,0.960189163684845,8.0,4,38.0,101,0,0,0.0,3600.0,1.2595451434040466,4299,-4554.597294372289,258.98,11004.81,2025-09-04 15:13:22,2025-09-04 12:09:57,0.072,3.057
1149,88174,88224,50,Severe deadlock detected by environment (IMMEDIATE),1.5916212797164917,2.0,4,45.0,34,1,0,0.0,3600.0,1.2605179695330353,4338,-366.571428571429,106.52,11111.33,2025-09-04 15:13:22,2025-09-04 12:09:57,0.03,3.086
1150,88224,88235,11,Severe deadlock detected by environment (IMMEDIATE),1.052865505218506,-4.0,4,32.0,4,1,0,0.0,3600.0,1.2612315730477115,4349,-821.6952380952381,24.82,11138.7,2025-09-04 15:15:11,2025-09-04 12:09:57,0.007,3.094
1151,88235,88296,61,Severe deadlock detected by environment (IMMEDIATE),2.033076524734497,-5.0,4,30.0,53,138,0,0.0,3600.0,1.257631952257132,4409,-13842.39446386946,169.69,11310.76,2025-09-04 15:15:38,2025-09-04 12:09:57,0.047,3.142
1152,88296,88340,44,Severe deadlock detected by environment (IMMEDIATE),1.4573078155517578,1.0,3,29.0,44,21,0,0.0,3600.0,1.2569086703422627,4459,-2310.735606060606,121.56,11435.22,2025-09-04 15:18:31,2025-09-04 12:09:57,0.034,3.176
1153,88340,88469,129,Reached exactly 128 steps,1.895848035812378,15.0,5,42.0,85,0,0,0.0,3600.0,1.2621612103402595,4544,874.3982683982667,249.43,11687.31,2025-09-04 15:24:44,2025-09-04 12:09:57,0.069,3.246
1154,88469,88598,129,Reached exactly 128 steps,1.5954725742340088,10.0,4,40.0,105,0,0,0.0,3600.0,1.2611615365134703,4652,-2625.7013902763915,4.76,11986.31,2025-09-04 15:29:38,2025-09-04 12:09:57,0.001,3.33
1155,88598,88727,129,Reached exactly 128 steps,1.0977516174316406,5.0,4,40.0,99,0,0,0.0,3600.0,1.252192831093097,4758,40.39642857142773,6.55,12275.22,2025-09-04 15:34:26,2025-09-04 12:09:57,0.002,3.41
